2000 Census Block,2000 Census Tract,Civil Court District,Congressional District,Fire Battalion,Fire Company Number,Fire Division,Health Area,Health Center District,Instructional Region,Sanitation Collection Scheduling Section and Subsection,State Senatorial District,Vacant Lot Flag,Assembly District,Election District,X Coordinate,Y Coordinate,Pseudo Address Flag,BBL,City Council District,School District (Confirmed),Building Classification Code,Complaint Type,Descriptor 1,Incident Address,Incident City,Borough,Incident Zip Code,Created Date,Police Precinct,Borough Command
5001,179,5,15,11,22,3,3120,16,,4B,31,N,67,109,991167,228366,N,1012520027,6,MANHATTAN District 3,D1,Noise - Residential,Loud Music/Party,312 WEST 93 STREET,NEW YORK,MANHATTAN,10025,10/11/10 0:00,Precinct 24,Manhattan North
5001,225,7,15,16,80,6,900,17,,2A,31,N,70,72,997264,239545,N,1020880043,7,MANHATTAN District 6,D1,Noise - Residential,Banging/Pounding,620 WEST 141 STREET,NEW YORK,MANHATTAN,10031,10/11/10 0:00,Precinct 30,Manhattan North
5002,493,3,12,35,108,11,800,30,,5B,17,N,53,52,1000570,196199,N,3030800070,34,BROOKLYN District 14,D3,Noise - Residential,Loud Talking,111 HUMBOLDT STREET,BROOKLYN,BROOKLYN,11206,10/11/10 0:00,Precinct 90,Brooklyn North
5003,65,2,8,6,9,1,5700,15,,2A,29,N,66,33,984044,205131,N,1005420047,3,MANHATTAN District 2,C7,Noise - Commercial,Loud Music/Party,107 MACDOUGAL STREET,NEW YORK,MANHATTAN,10012,10/11/10 0:00,Precinct 6,Manhattan South
5003,65,2,8,6,9,1,5700,15,,2A,29,N,66,33,984056,205150,N,1005420046,3,MANHATTAN District 2,S2,Noise - Commercial,Loud Music/Party,109 MACDOUGAL STREET,NEW YORK,MANHATTAN,10012,10/11/10 0:00,Precinct 6,Manhattan South
6001,175,2,16,17,92,6,2500,22,,2B,36,N,77,64,1008246,242740,N,2024350007,16,BRONX District 9,D1,Noise - Residential,Loud Music/Party,1200 COLLEGE AVENUE,BRONX,BRONX,10456,10/11/10 0:00,Precinct 44,Bronx
6001,225,7,15,16,80,6,900,17,,2A,31,N,70,75,997128,238871,N,1020870033,7,MANHATTAN District 6,C7,Noise - Street/Sidewalk,Loud Talking,3409 BROADWAY,NEW YORK,MANHATTAN,10031,10/11/10 0:00,Precinct 30,Manhattan North
6001,269,7,15,13,45,7,210,17,,3A,31,N,72,25,1003488,249676,N,1021570091,10,MANHATTAN District 6,C7,Noise - Residential,Loud Music/Party,547 WEST 186 STREET,NEW YORK,MANHATTAN,10033,10/11/10 0:00,Precinct 34,Manhattan North
6002,245,7,15,13,84,7,500,17,,1A,31,N,71,34,1000407,243245,N,1021170032,7,MANHATTAN District 6,C1,Noise - Residential,Loud Music/Party,504 WEST 159 STREET,NEW YORK,MANHATTAN,10032,10/11/10 0:00,Precinct 33,Manhattan North
7000,166,6,15,10,53,3,2810,12,,1A,28,N,68,29,998472,227788,N,1016320001,8,MANHATTAN District 4,D1,Noise - Residential,Loud Music/Party,1405 PARK AVENUE,NEW YORK,MANHATTAN,10029,10/11/10 0:00,Precinct 23,Manhattan North
7001,153,1,16,26,82,6,2700,22,,1A,36,N,79,36,1012872,242599,N,2029630006,16,BRONX District 12,C1,Noise - Street/Sidewalk,Loud Talking,1412 PROSPECT AVENUE,BRONX,BRONX,10459,10/11/10 0:00,Precinct 42,Bronx
8002,153,1,16,26,82,6,2700,22,,1A,36,,79,36,1012922,242886,,,16,BRONX District 12,Un,Noise - Street/Sidewalk,Loud Talking, PROSPECT AVENUE,BRONX,BRONX,10459,10/11/10 0:00,Precinct 42,Bronx
N/A,355,,,38,249,15,5010,32,,,,,,,1002452,181052,,,,BROOKLYN District 17,Un,Noise - Vehicle,Car/Truck Music,,BROOKLYN,BROOKLYN,11213,10/11/10 0:00,Precinct 71,Brooklyn South
1000,1210,7,10,39,107,15,6410,33,,3D,19,N,40,33,1019677,184389,N,3042920061,42,BROOKLYN District 19,D3,Noise - Residential,Loud Music/Party,1240 SUTTER AVENUE,BROOKLYN,BROOKLYN,11208,10/12/10 0:00,Precinct 75,Brooklyn North
1000,134,4,6,51,143,13,2600,45,,4D,10,N,27,62,1030129,196551,N,4033220040,29,QUEENS District 27,D1,Noise - Residential,Loud Music/Party,83-43 118 STREET,KEW GARDENS,QUEENS,11415,10/12/10 0:00,Precinct 102,Queens South
1000,147,1,14,49,117,14,510,41,,,12,,36,47,1009573,216503,,,22,QUEENS District 30,Un,Noise - Commercial,Loud Music/Party,,ASTORIA,QUEENS,11103,10/12/10 0:00,Precinct 114,Queens North
1000,168,6,15,10,53,3,2810,12,,1A,28,N,68,28,998423,228303,N,1016100023,8,MANHATTAN District 4,D9,Noise - Residential,Banging/Pounding,60 EAST 106 STREET,NEW YORK,MANHATTAN,10029,10/12/10 0:00,Precinct 23,Manhattan North
1000,186,10,15,12,58,3,2400,11,,1B,30,N,68,61,998485,230976,N,1015960001,9,MANHATTAN District 3,D9,Noise - Residential,Loud Music/Party,70 WEST 115 STREET,NEW YORK,MANHATTAN,10026,10/12/10 0:00,Precinct 28,Manhattan North
1000,192,8,15,12,35,3,1700,12,,2B,28,N,68,91,1003353,229850,N,1018080001,8,MANHATTAN District 4,D9,Noise - Residential,Loud Music/Party,505 EAST 120 STREET,NEW YORK,MANHATTAN,10035,10/12/10 0:00,Precinct 25,Manhattan North
1000,194,8,15,12,35,3,1700,12,,3B,28,N,68,95,1002931,230733,N,1017970001,8,MANHATTAN District 4,D3,Noise - Residential,Loud Music/Party,2395 1 AVENUE,NEW YORK,MANHATTAN,10035,10/12/10 0:00,Precinct 25,Manhattan North
1000,194,8,15,12,35,3,1700,12,,,28,,68,90,1002143,230804,,,8,MANHATTAN District 4,Un,Noise - Residential,Loud Talking,,NEW YORK,MANHATTAN,10035,10/12/10 0:00,Precinct 25,Manhattan North
1000,195,5,15,11,76,3,2310,16,,5A,31,N,69,69,994168,231674,N,1018810032,8,MANHATTAN District 3,C7,Noise - Commercial,Loud Music/Party,998 AMSTERDAM AVENUE,NEW YORK,MANHATTAN,10025,10/12/10 0:00,Precinct 24,Manhattan North
1000,196,5,8,42,284,8,8010,31,,4C,22,,49,17,983456,166865,,,43,BROOKLYN District 20,Un,Noise - Commercial,Banging/Pounding,6707 13 AVENUE,BROOKLYN,BROOKLYN,11219,10/12/10 0:00,Precinct 68,Brooklyn South
1000,197,2,16,17,44,6,3320,22,,2B,28,N,77,58,1007232,243610,N,2024640023,16,BRONX District 9,D4,Noise - Residential,Loud Music/Party,1235 GRAND CONCOURSE,BRONX,BRONX,10452,10/12/10 0:00,Precinct 44,Bronx
1000,211,7,15,11,47,3,1400,16,,2B,30,N,69,105,996065,236044,N,1019800001,7,MANHATTAN District 5,D9,Noise - Residential,Banging/Pounding,550 WEST 125 STREET,NEW YORK,MANHATTAN,10027,10/12/10 0:00,Precinct 26,Manhattan North
1000,212,10,15,16,59,6,1300,11,,3B,30,N,70,42,1001511,236311,N,1017360027,9,MANHATTAN District 5,D8,Noise - Commercial,Banging/Pounding,29 WEST 138 STREET,NEW YORK,MANHATTAN,10037,10/12/10 0:00,Precinct 32,Manhattan North
1000,213.01,7,15,11,37,3,1100,16,,2B,30,N,70,88,997655,236016,N,1019690050,7,MANHATTAN District 5,D1,Noise - Residential,Loud Music/Party,410 WEST 130 STREET,NEW YORK,MANHATTAN,10027,10/12/10 0:00,Precinct 26,Manhattan North
1000,229,7,15,16,23,6,620,17,,3A,30,N,70,64,998639,240002,N,1020770029,7,MANHATTAN District 6,O9,Noise - Residential,Loud Music/Party,501 WEST 145 STREET,NEW YORK,MANHATTAN,10031,10/12/10 0:00,Precinct 30,Manhattan North
1000,253,7,15,13,67,7,400,17,,2A,31,N,72,8,1002103,246512,N,1021290040,10,MANHATTAN District 6,C1,Noise - Street/Sidewalk,Loud Talking,524 WEST 173 STREET,NEW YORK,MANHATTAN,10032,10/12/10 0:00,Precinct 33,Manhattan North
1000,297,7,15,13,95,7,120,17,,,31,,72,66,1006801,257354,,,7,MANHATTAN District 6,Un,Noise - Street/Sidewalk,Loud Music/Party,,NEW YORK,MANHATTAN,10034,10/12/10 0:00,Precinct 34,Manhattan North
1000,394,1,17,27,62,7,610,24,,3C,36,Y,83,48,1022174,262736,Y,2048260038,12,BRONX District 11,Un,Noise - Residential,Loud Music/Party,637 EAST 224 STREET,BRONX,BRONX,10466,10/12/10 0:00,Precinct 47,Bronx
1000,407.01,2,17,27,79,7,420,21,,2A,33,N,78,30,1015147,256905,N,2033200025,11,BRONX District 10,D1,Noise - Residential,Banging/Pounding,2933 GRAND CONCOURSE,BRONX,BRONX,10468,10/12/10 0:00,Precinct 52,Bronx
1000,446.01,4,6,50,125,13,2810,44,,1D,14,N,29,85,1040785,197046,N,4097940030,24,QUEENS District 28,K1,Noise - Commercial,Loud Talking,89-52 165 STREET,JAMAICA,QUEENS,11432,10/12/10 0:00,Precinct 103,Queens South
1000,460.01,6,11,41,250,15,7220,35,,4E,21,N,44,64,993294,169524,N,3064980001,44,BROOKLYN District 22,D7,Noise - Residential,Loud Music/Party,1002 FOSTER AVENUE,BROOKLYN,BROOKLYN,11230,10/12/10 0:00,Precinct 70,Brooklyn South
1000,531,3,10,57,230,11,1420,30,,4B,17,Y,50,28,997789,194189,Y,3022640048,33,BROOKLYN District 14,Un,Noise - Residential,Loud Music/Party,591 FLUSHING AVENUE,BROOKLYN,BROOKLYN,11206,10/12/10 0:00,Precinct 90,Brooklyn North
1000,531,3,10,57,230,11,1420,30,,4B,17,,50,28,997634,194159,,,33,BROOKLYN District 14,Un,Noise - Residential,Loud Music/Party, FLUSHING AVENUE,BROOKLYN,BROOKLYN,11206,10/12/10 0:00,Unspecified,Unspecified
1000,77,1,16,26,50,6,4000,23,,2B,32,,79,62,1011527,238071,,,17,BRONX District 7,Un,Noise - Street/Sidewalk,Loud Talking, PROSPECT AVENUE,BRONX,BRONX,10459,10/12/10 0:00,Precinct 40,Bronx
1000,870,4,11,38,113,15,5510,35,,3B,21,N,43,58,1003005,178463,N,3046350006,45,BROOKLYN District 18,B1,Noise - Vehicle,Engine Idling,792 CLARKSON AVENUE,BROOKLYN,BROOKLYN,11203,10/12/10 0:00,Precinct 67,Brooklyn South
1000,97,3,8,7,24,1,5500,15,,2A,29,N,75,47,985267,212563,N,1007530056,3,MANHATTAN District 2,D5,Noise - Residential,Banging/Pounding,330 WEST 30 STREET,NEW YORK,MANHATTAN,10001,10/12/10 0:00,Precinct 14,Manhattan South
1001,108,3,6,51,285,13,3100,45,,1E,15,N,27,75,1031164,190193,N,4094150052,28,QUEENS District 27,C2,Noise - Residential,Loud Music/Party,113-07 101 AVENUE,SOUTH RICHMOND HILL,QUEENS,11419,10/12/10 0:00,Precinct 102,Queens South
1001,1110,7,10,39,225,15,6420,33,,4E,19,N,40,75,1017131,179894,N,3043770001,42,BROOKLYN District 19,D3,Noise - Residential,Loud Music/Party,740 STANLEY AVENUE,BROOKLYN,BROOKLYN,11207,10/12/10 0:00,Precinct 75,Brooklyn North
1001,1124,7,10,39,225,15,6420,33,,4E,19,N,40,48,1016349,182409,N,3040780034,42,BROOKLYN District 19,B1,Noise - Residential,Loud Music/Party,638 WARWICK STREET,BROOKLYN,BROOKLYN,11207,10/12/10 0:00,Precinct 75,Brooklyn North
1001,121,3,8,9,54,3,4500,15,,3A,29,N,75,88,986619,216179,N,1010350001,3,MANHATTAN District 2,L8,Noise - Commercial,Loud Music/Party,630 9 AVENUE,NEW YORK,MANHATTAN,10036,10/12/10 0:00,Precinct 14,Manhattan South
1001,121,3,8,9,54,3,4500,15,,3A,29,,75,88,987072,216077,,,3,MANHATTAN District 2,Un,Noise - Residential,Loud Music/Party, WEST 45 STREET,NEW YORK,MANHATTAN,10036,10/12/10 0:00,Precinct 14,Manhattan South
1001,148.02,9,14,10,13,3,3600,13,,,26,,73,99,996619,224452,,,4,MANHATTAN District 2,Un,Noise - Vehicle,Car/Truck Horn,,NEW YORK,MANHATTAN,10128,10/12/10 0:00,Precinct 19,Manhattan North
1001,155,6,11,48,1,11,4500,36,,,18,,52,37,990336,183782,,,39,BROOKLYN District 15,Un,Noise - Street/Sidewalk,Loud Talking,,BROOKLYN,BROOKLYN,11215,10/12/10 0:00,Precinct 78,Brooklyn South
1001,161,5,8,11,25,3,3500,16,,2A,29,N,67,59,990974,222971,N,1011280012,6,MANHATTAN District 3,C5,Noise - Residential,Banging/Pounding,39 WEST 75 STREET,NEW YORK,MANHATTAN,10023,10/12/10 0:00,Precinct 20,Manhattan North
1001,197,2,16,17,44,6,3320,22,,2A,28,N,84,6,1006709,243821,N,2024650025,16,BRONX District 9,D7,Noise - Residential,Banging/Pounding,1240 WALTON AVENUE,BRONX,BRONX,10452,10/12/10 0:00,Precinct 44,Bronx
1001,211,2,16,17,49,6,2220,25,,3A,28,N,77,11,1005603,245796,N,2025210031,16,BRONX District 9,C1,Noise - Residential,Banging/Pounding,1375 NELSON AVENUE,BRONX,BRONX,10452,10/12/10 0:00,Precinct 44,Bronx
1001,212,10,15,16,59,6,1300,11,,3B,30,N,70,42,1001310,236123,N,1017350012,9,MANHATTAN District 5,N2,Noise - Residential,Banging/Pounding,55 WEST 137 STREET,NEW YORK,MANHATTAN,10037,10/12/10 0:00,Precinct 32,Manhattan North
1001,233,7,15,13,34,7,620,17,,,30,,70,62,998477,241299,,,7,MANHATTAN District 6,Un,Noise - Vehicle,Engine Idling,,NEW YORK,MANHATTAN,10031,10/12/10 0:00,Precinct 30,Manhattan North
1001,243.01,7,15,13,84,7,500,17,,1A,30,N,71,42,1001405,244178,N,1021100068,7,MANHATTAN District 6,C7,Noise - Residential,Banging/Pounding,454 WEST 164 STREET,NEW YORK,MANHATTAN,10032,10/12/10 0:00,Precinct 33,Manhattan North
1001,293,7,15,13,95,7,110,17,,4A,31,N,72,62,1006636,255285,N,1022280007,10,MANHATTAN District 6,C1,Noise - Residential,Loud Music/Party,170 VERMILYEA AVENUE,NEW YORK,MANHATTAN,10034,10/12/10 0:00,Precinct 34,Manhattan North
1001,314,1,7,15,97,7,820,24,,,34,,82,56,1026777,254554,,,13,BRONX District 11,Un,Noise - Vehicle,Car/Truck Horn,,BRONX,BRONX,10469,10/12/10 0:00,Precinct 49,Bronx
1001,36.02,2,8,4,28,1,6500,14,,3B,25,N,64,44,987367,203133,N,1004430025,2,MANHATTAN District 1,C4,Noise - Residential,Loud Music/Party,77 EAST 2 STREET,NEW YORK,MANHATTAN,10003,10/12/10 0:00,Precinct 9,Manhattan South
1001,403.02,2,16,27,79,7,900,21,,2A,33,N,78,24,1014434,255705,N,2033040170,15,BRONX District 10,C1,Noise - Residential,Banging/Pounding,2801 VALENTINE AVENUE,BRONX,BRONX,10458,10/12/10 0:00,Precinct 52,Bronx
1001,458,1,17,15,38,7,710,24,,3E,36,N,83,59,1026897,262273,N,2049050001,12,BRONX District 11,D3,Noise - Residential,Banging/Pounding,1135 EAST 229 STREET,BRONX,BRONX,10466,10/12/10 0:00,Precinct 47,Bronx
1001,508,6,11,41,147,15,5320,35,,1B,20,N,42,68,995169,177480,N,3050630023,40,BROOKLYN District 17,D1,Noise - Residential,Loud Television,21 EAST 21 STREET,BROOKLYN,BROOKLYN,11226,10/12/10 0:00,Precinct 70,Brooklyn South
1001,525,3,12,35,104,11,600,30,,2B,17,N,53,21,995947,197660,N,3024470026,34,BROOKLYN District 14,Un,Noise - Commercial,Loud Music/Party,279 SOUTH 5 STREET,BROOKLYN,BROOKLYN,11211,10/12/10 0:00,Precinct 90,Brooklyn North
1001,549,3,12,35,221,11,500,30,,2B,17,,53,15,994306,198434,,,34,BROOKLYN District 14,Un,Noise - Commercial,Banging/Pounding,123 SOUTH 5 STREET,BROOKLYN,BROOKLYN,11211,10/12/10 0:00,Precinct 90,Brooklyn North
1001,571,3,12,28,238,11,200,30,,3B,17,N,50,90,998945,204146,N,3026520004,33,BROOKLYN District 14,S4,Noise - Street/Sidewalk,Loud Music/Party,182 NORMAN AVENUE,BROOKLYN,BROOKLYN,11222,10/12/10 0:00,Precinct 94,Brooklyn North
1001,888,4,11,58,283,15,5810,33,,1B,19,N,58,62,1006883,178494,N,3046910007,42,BROOKLYN District 18,C1,Noise - Residential,Loud Music/Party,1078 WILLMOHR STREET,BROOKLYN,BROOKLYN,11212,10/12/10 0:00,Precinct 67,Brooklyn South
1001,982,4,10,58,170,15,7520,33,,1E,19,N,40,89,1012666,176373,N,3081740001,42,BROOKLYN District 18,D1,Noise - Residential,Loud Music/Party,10512 FARRAGUT ROAD,BROOKLYN,BROOKLYN,11236,10/12/10 0:00,Precinct 69,Brooklyn South
1002,112,5,12,48,282,11,6700,39,,3C,20,N,51,40,985447,173750,N,3055900059,38,BROOKLYN District 15,C2,Noise - Residential,Loud Music/Party,953 42 STREET,BROOKLYN,BROOKLYN,11219,10/12/10 0:00,Precinct 66,Brooklyn South
1002,125,9,14,9,4,3,4700,15,,2A,26,N,75,84,988862,215685,N,1010000007,3,MANHATTAN District 2,H3,Noise - Commercial,Loud Music/Party,157 WEST 47 STREET,NEW YORK,MANHATTAN,10036,10/12/10 0:00,Precinct 18,Manhattan South
1002,140,4,6,50,298,13,2710,45,,4D,15,N,27,64,1031936,196059,N,4092390024,29,QUEENS District 28,C0,Noise - Residential,Loud Talking,84-30 124 STREET,KEW GARDENS,QUEENS,11415,10/12/10 0:00,Precinct 102,Queens South
1002,174.02,8,15,12,91,3,2500,12,,2A,30,N,68,53,998359,229693,N,1016160001,9,MANHATTAN District 4,D7,Noise - Residential,Loud Music/Party,1295 5 AVENUE,NEW YORK,MANHATTAN,10029,10/12/10 0:00,Precinct 23,Manhattan North
1002,18,2,14,4,18,1,7400,14,,2A,25,N,64,58,987162,201425,N,1004100001,1,MANHATTAN District 1,C7,Noise - Commercial,Loud Music/Party,120 ORCHARD STREET,NEW YORK,MANHATTAN,10002,10/12/10 0:00,Precinct 7,Manhattan South
1002,210,1,7,3,64,6,1310,26,,3A,32,N,76,41,1022504,245174,N,2039447501,18,BRONX District 12,R0,Noise - Residential,Banging/Pounding,1566 UNIONPORT ROAD,BRONX,BRONX,10462,10/12/10 0:00,Precinct 43,Bronx
1002,215,6,11,38,280,15,2720,36,,1B,20,N,57,26,994516,184776,N,3011740001,35,BROOKLYN District 17,K1,Noise - Commercial,Loud Music/Party,769 WASHINGTON AVENUE,BROOKLYN,BROOKLYN,11238,10/12/10 0:00,Precinct 77,Brooklyn North
1002,243.02,7,15,16,69,6,800,11,,4A,30,N,71,27,1001722,241579,N,1021060003,9,MANHATTAN District 5,D7,Noise - Residential,Banging/Pounding,2949 8 AVENUE,NEW YORK,MANHATTAN,10039,10/12/10 0:00,Precinct 32,Manhattan North
1002,243.02,7,15,16,69,6,800,11,,4A,30,N,71,27,1001722,241579,N,1021060003,9,MANHATTAN District 5,D7,Noise - Residential,Banging/Pounding,2949 EIGHTH AVENUE,NEW YORK,MANHATTAN,10039,10/12/10 0:00,Precinct 32,Manhattan North
1002,352,8,8,43,245,8,9020,37,,,27,,46,55,992606,148978,,,47,BROOKLYN District 21,Un,Noise - Park,Loud Talking,,BROOKLYN,BROOKLYN,11224,10/12/10 0:00,Precinct 60,Brooklyn South
1002,436,1,17,15,63,7,520,24,,5C,36,N,83,78,1025596,266881,N,2050900019,12,BRONX District 11,C1,Noise - Residential,Loud Music/Party,4524 BARNES AVENUE,BRONX,BRONX,10466,10/12/10 0:00,Precinct 47,Bronx
1002,47,2,16,14,17,6,3800,23,,1A,28,N,84,89,1005373,235449,N,2023250001,17,BRONX District 7,D3,Noise - Residential,Loud Music/Party,2645 3 AVENUE,BRONX,BRONX,10451,10/12/10 0:00,Precinct 40,Bronx
1002,48,1,16,3,96,6,3020,26,,1A,32,N,85,78,1018785,240973,N,2037440070,18,BRONX District 12,C1,Noise - Residential,Banging/Pounding,1154 STRATFORD AVENUE,BRONX,BRONX,10472,10/12/10 0:00,Precinct 43,Bronx
1002,549,3,12,45,140,14,2200,46,,3C,12,N,37,55,1010257,196209,N,4034680039,34,QUEENS District 24,S2,Noise - Commercial,Loud Music/Party,678 WOODWARD AVENUE,RIDGEWOOD,QUEENS,11385,10/12/10 0:00,Precinct 104,Queens North
1002,551,3,12,35,221,11,400,30,,2B,17,N,53,18,995127,198828,N,3024180029,34,BROOKLYN District 14,C1,Noise - Residential,Banging/Pounding,750 DRIGGS AVENUE,BROOKLYN,BROOKLYN,11211,10/12/10 0:00,Precinct 90,Brooklyn North
1002,577,3,9,51,135,13,2400,46,,4D,15,N,38,48,1014823,195160,N,4036760007,30,QUEENS District 24,C2,Noise - Residential,Loud Music/Party,71-06 65 PLACE,RIDGEWOOD,QUEENS,11385,10/12/10 0:00,Precinct 104,Queens North
1002,826,6,11,41,248,15,5520,35,,4B,21,N,42,61,998377,174795,N,3049150061,40,BROOKLYN District 17,S2,Noise - Residential,Loud Music/Party,1619 NOSTRAND AVENUE,BROOKLYN,BROOKLYN,11226,10/12/10 0:00,Precinct 67,Brooklyn South
1002,870,4,11,38,113,15,5510,35,,3C,21,N,58,30,1003172,177452,N,3046740009,45,BROOKLYN District 18,C1,Noise - Residential,Banging/Pounding,720 LINDEN BOULEVARD,BROOKLYN,BROOKLYN,11203,10/12/10 0:00,Precinct 67,Brooklyn South
1002,870,4,11,38,113,15,5510,35,,3C,21,N,58,30,1003172,177452,N,3046740009,45,BROOKLYN District 18,C1,Noise - Residential,Loud Music/Party,720 LINDEN BOULEVARD,BROOKLYN,BROOKLYN,11203,10/12/10 0:00,Precinct 67,Brooklyn South
1002,95,9,8,7,1,1,5200,15,,1H,29,,75,37,986027,211402,,,3,MANHATTAN District 2,Un,Noise - Vehicle,Engine Idling, 7 AVENUE,NEW YORK,MANHATTAN,10001,10/12/10 0:00,Unspecified,Unspecified
1003,172.02,8,15,12,91,3,2500,12,,2A,28,N,68,51,999848,229034,N,1016380052,8,MANHATTAN District 4,C7,Noise - Commercial,Loud Music/Party,152 EAST 111 STREET,NEW YORK,MANHATTAN,10029,10/12/10 0:00,Precinct 23,Manhattan North
1003,25,1,14,45,258,14,720,41,,6C,12,N,37,15,998758,214739,N,4004650001,26,QUEENS District 30,D1,Noise - Residential,Loud Music/Party,41-11 VERNON BOULEVARD,LONG ISLAND CITY,QUEENS,11101,10/12/10 0:00,Precinct 114,Queens North
1003,373,2,5,49,316,14,610,42,,1C,13,N,35,15,1023030,216258,N,4017040172,21,QUEENS District 24,D3,Noise - Residential,Banging/Pounding,110-14 ASTORIA BOULEVARD,EAST ELMHURST,QUEENS,11369,10/12/10 0:00,Precinct 115,Queens North
1003,383,2,16,18,48,7,1000,21,,1B,33,N,86,53,1013561,251510,N,2030310069,15,BRONX District 10,C1,Noise - Residential,Loud Music/Party,4575 PARK AVENUE,BRONX,BRONX,10458,10/12/10 0:00,Precinct 48,Bronx
1003,442,4,6,50,127,13,3510,44,,2D,14,N,29,9,1044501,197213,N,4103180027,27,QUEENS District 29,A1,Noise - Residential,Loud Music/Party,92-09 178 PLACE,JAMAICA,QUEENS,11433,10/12/10 0:00,Precinct 103,Queens South
1003,48,1,16,3,96,6,3020,26,,1A,32,N,85,32,1018754,241112,N,2037430045,18,BRONX District 12,K2,Noise - Commercial,Loud Music/Party,1175 STRATFORD AVENUE,BRONX,BRONX,10472,10/12/10 0:00,Precinct 43,Bronx
1003,480,4,6,50,125,13,2820,44,,2D,11,N,29,75,1046630,199571,N,4099350017,27,QUEENS District 29,B3,Noise - Residential,Banging/Pounding,88-27 187 STREET,HOLLIS,QUEENS,11423,10/12/10 0:00,Precinct 103,Queens South
1003,53,1,8,2,24,1,6800,15,,1B,29,N,66,14,981916,203753,N,1005970032,3,MANHATTAN District 2,D7,Noise - Commercial,Loud Music/Party,305 SPRING STREET,NEW YORK,MANHATTAN,10013,10/12/10 0:00,Precinct 1,Manhattan South
1003,7,1,8,1,15,1,7700,15,,,25,N,64,96,982172,196164,N,1000330011,1,MANHATTAN District 2,O4,Noise - Residential,Loud Music/Party,95 WALL STREET,NEW YORK,MANHATTAN,10005,10/12/10 0:00,Precinct 1,Manhattan South
1003,769.02,4,9,50,305,13,1920,46,,2C,10,N,28,34,1029659,200245,N,4033410008,29,QUEENS District 28,D1,Noise - Residential,Banging/Pounding,111-20 76 ROAD,FOREST HILLS,QUEENS,11375,10/12/10 0:00,Precinct 112,Queens North
1003,775,4,9,51,143,13,1920,46,,4C,10,N,27,63,1031374,197862,N,4033370081,29,QUEENS District 28,S2,Noise - Commercial,Loud Talking,82-70 AUSTIN STREET,KEW GARDENS,QUEENS,11415,10/12/10 0:00,Precinct 102,Queens South
1003,85,1,12,32,131,11,4100,38,,1I,18,N,51,6,982553,185688,N,3005380001,38,BROOKLYN District 15,D3,Noise - Residential,Loud Music/Party,16 MILL STREET,BROOKLYN,BROOKLYN,11231,10/12/10 0:00,Precinct 76,Brooklyn South
1003,882,4,11,58,174,15,5810,33,,1A,19,N,55,75,1004525,180621,N,3045950015,41,BROOKLYN District 17,D7,Noise - Residential,Loud Talking,100 EAST 93 STREET,BROOKLYN,BROOKLYN,11212,10/12/10 0:00,Precinct 67,Brooklyn South
1004,20,4,9,51,294,13,2600,45,,3E,15,N,38,14,1026548,190497,N,4089920216,30,QUEENS District 27,A5,Noise - Residential,Loud Music/Party,91-34 96 STREET,WOODHAVEN,QUEENS,11421,10/12/10 0:00,Precinct 102,Queens South
1004,341,2,17,27,52,7,100,21,,3E,34,N,81,61,1011112,271409,N,2058871348,11,BRONX District 10,D4,Noise - Residential,Banging/Pounding,6200 RIVERDALE AVENUE,BRONX,BRONX,10471,10/12/10 0:00,Precinct 50,Bronx
1004,547,3,12,45,140,14,2200,46,,3D,12,N,37,55,1009505,195610,N,4034540007,34,QUEENS District 24,C3,Noise - Residential,Loud Music/Party,657 SENECA AVENUE,RIDGEWOOD,QUEENS,11385,10/12/10 0:00,Precinct 104,Queens North
1004,67,2,16,14,41,6,3900,23,,1B,32,N,84,46,1007331,237528,N,2023740073,17,BRONX District 7,C7,Noise - Residential,Loud Music/Party,650 MELROSE AVENUE,BRONX,BRONX,10455,10/12/10 0:00,Precinct 40,Bronx
1005,1123,6,5,53,306,14,2110,43,,2C,11,N,26,57,1047821,219340,N,4061780006,19,QUEENS District 26,B2,Noise - Residential,Loud Television,214-38 36 AVENUE,BAYSIDE,QUEENS,11361,10/12/10 0:00,Precinct 111,Queens North
1005,178,5,13,42,243,8,8200,31,,4D,22,N,49,48,982991,160698,N,3063660049,50,BROOKLYN District 20,C0,Noise - Residential,Loud Television,8610 BAY 16 STREET,BROOKLYN,BROOKLYN,11214,10/12/10 0:00,Precinct 62,Brooklyn South
1006,376,1,17,27,32,7,810,24,,1C,36,N,80,74,1020546,256809,N,2045940048,11,BRONX District 11,D7,Noise - Residential,Banging/Pounding,665 BURKE AVENUE,BRONX,BRONX,10467,10/12/10 0:00,Precinct 47,Bronx
1006,460,4,6,50,127,13,2810,44,,1D,14,N,29,5,1041913,197644,N,4098030009,27,QUEENS District 29,D1,Noise - Residential,Banging/Pounding,89-21 169 STREET,JAMAICA,QUEENS,11432,10/12/10 0:00,Precinct 103,Queens South
1006,480,4,6,50,127,13,2820,44,,2D,11,N,29,75,1046403,198881,N,4099260001,27,QUEENS District 29,A1,Noise - Residential,Loud Music/Party,89-41 185 STREET,HOLLIS,QUEENS,11423,10/12/10 0:00,Precinct 103,Queens South
1006,88,5,12,40,228,8,6600,39,,2E,20,N,51,34,983023,176003,N,3009170058,38,BROOKLYN District 15,C6,Noise - Street/Sidewalk,Loud Talking,521 41 STREET,BROOKLYN,BROOKLYN,11232,10/12/10 0:00,Precinct 72,Brooklyn South
